name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Sao Paulo,Brazil",2017-01-14,30.1,21,24.2,30.4,21,24.4,18.3,70.6,0,0,0,,,,,25.3,142.2,1012.6,73,10.2,356.5,29.5,10,,2017-01-14T06:32:47,2017-01-14T19:58:35,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-15,29,20.4,23.7,30.6,20.4,23.9,19,76,0,0,0,,,,,18.2,117.8,1012.4,53.8,9.7,368.8,30.6,10,,2017-01-15T06:33:31,2017-01-15T19:58:33,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-16,28.9,19.8,23.6,30.5,19.8,23.8,19.4,78.6,9.2,100,12.5,rain,,,31.7,17.7,4.2,1013.3,65.6,9.7,291.7,24.2,10,,2017-01-16T06:34:15,2017-01-16T19:58:29,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-17,24.6,20.1,22.1,24.6,20.1,22.1,18.5,80.4,22.6,100,12.5,rain,,,50,23.7,351.6,1012.2,62.3,9.6,120.1,9.8,4,,2017-01-17T06:34:59,2017-01-17T19:58:25,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-18,22.8,20.7,21.5,22.8,20.7,21.5,18.9,84.8,22.4,100,12.5,rain,,,42.5,14.1,341.7,1013.7,62.2,8.2,172.8,14.3,5,,2017-01-18T06:35:43,2017-01-18T19:58:18,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-19,25.5,19.9,21.3,25.5,19.9,21.3,18.7,85.2,20,100,8.33,rain,,,29.5,13.6,337.5,1017.3,69.2,9.4,126.6,10.4,4,,2017-01-19T06:36:27,2017-01-19T19:58:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-20,24,18.9,20.5,24,18.9,20.5,17.9,85.4,20,100,12.5,rain,,,,11.2,338,1019.3,70.3,7.5,167.9,13.8,5,,2017-01-20T06:37:11,2017-01-20T19:58:02,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,83818099999,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-21,21.7,18.1,20,21.7,18.1,20,18.1,88.6,32,100,8.33,rain,,,,17.8,110.5,1018.8,74.7,7.5,153.8,12.7,5,,2017-01-21T06:37:55,2017-01-21T19:57:51,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-22,22,17.7,19.5,22,17.7,19.5,17,85.3,1.4,100,8.33,rain,,,,12.7,34.5,1017,58.4,9.1,178.1,14.7,5,,2017-01-22T06:38:39,2017-01-22T19:57:39,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-23,25.3,18.4,22,25.3,18.4,22,17.7,77.5,0,0,0,,,,,12.4,33,1016.3,52.6,10.5,136.9,11.3,4,,2017-01-23T06:39:22,2017-01-23T19:57:26,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-24,29.5,20,23.9,30.4,20,24.1,18.3,72.5,0.2,100,4.17,rain,,,81.7,19.3,357.6,1016,58.1,10.3,302.5,25.1,9,,2017-01-24T06:40:06,2017-01-24T19:57:11,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-25,28.4,21.1,24.5,29.3,21.1,24.7,18.3,69.4,0,0,0,,,,57.6,27.2,324.6,1015.1,50.1,10.7,214.3,17.8,7,,2017-01-25T06:40:49,2017-01-25T19:56:55,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-26,25.1,19.8,22.3,25.1,19.8,22.3,18.5,79.3,18,100,4.17,rain,,,79.6,33.1,324.3,1015.9,68.1,9.8,190.8,15.7,6,,2017-01-26T06:41:32,2017-01-26T19:56:38,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-27,25.5,20.9,22.3,25.5,20.9,22.3,18.9,81.7,4.1,100,8.33,rain,,,,15,312.2,1019.2,58.2,9.1,171.8,14.3,5,,2017-01-27T06:42:15,2017-01-27T19:56:19,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-28,28.9,20.9,23.6,30.2,20.9,23.9,19.3,77.5,0,0,0,,,,,22.7,123.3,1020.5,64.2,10,121.1,10,4,,2017-01-28T06:42:58,2017-01-28T19:55:59,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-29,30.1,21,24.5,30.8,21,24.7,18.9,72.6,0,0,0,,,,,26.5,126.5,1020.4,55.9,9.9,281.3,23.2,9,,2017-01-29T06:43:40,2017-01-29T19:55:38,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-30,28.6,20.8,23.6,29.9,20.8,23.8,18.6,74.6,0.5,100,4.17,rain,,,50,21.4,112,1019.7,50.3,10,79.4,6.5,3,,2017-01-30T06:44:22,2017-01-30T19:55:15,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-01-31,28.5,19.9,23.2,29,19.9,23.4,18.2,74.4,0.7,100,4.17,rain,,,,19.2,107.3,1018.6,60.6,10.2,122.1,10.2,4,,2017-01-31T06:45:04,2017-01-31T19:54:51,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-01,26.4,19.1,21.3,26.4,19.1,21.3,17.7,80.7,24,100,8.33,rain,,,51.6,24.7,57.5,1015.5,60.2,9,176.8,14.6,6,,2017-02-01T06:45:45,2017-02-01T19:54:25,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-02,26.9,19.5,22.8,27.8,19.5,22.8,17.9,75,0.8,100,4.17,rain,,,,22.6,327.9,1013.9,50.7,10.5,217.6,18.1,7,,2017-02-02T06:46:26,2017-02-02T19:53:59,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-03,28.6,20.2,23.5,29.5,20.2,23.7,17.9,71.9,0.8,100,4.17,rain,,,,28,336.4,1014.2,53.3,10.3,195.2,16.1,6,,2017-02-03T06:47:07,2017-02-03T19:53:31,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-04,28.5,20.3,23.1,29.9,20.3,23.2,19.1,78.7,19,100,8.33,rain,,,49.4,19.2,321.8,1014.6,42.5,10.1,256.9,21.3,9,,2017-02-04T06:47:47,2017-02-04T19:53:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-05,30.1,19.8,25,31.4,19.8,25.4,18.8,70.7,0,0,0,,,,,17,277.5,1011.9,45.1,10.9,320.5,26.5,10,,2017-02-05T06:48:27,2017-02-05T19:52:31,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-06,30.1,20.2,24.1,30.8,20.2,24.4,18.4,72.3,22,100,4.17,rain,,,,16.6,322.5,1010.4,46.8,10.1,287.9,23.8,9,,2017-02-06T06:49:06,2017-02-06T19:52:00,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-07,28.7,19.5,23.3,30.2,19.5,23.5,18.9,77.1,2.2,100,12.5,rain,,,,22.6,141.8,1013.1,64.7,10.5,189,15.6,7,,2017-02-07T06:49:45,2017-02-07T19:51:27,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-08,27.2,20.4,23.3,28.4,20.4,23.4,17.9,72.4,0,0,0,,,,,22.2,133.3,1016.1,55.6,10.5,321.1,26.6,10,,2017-02-08T06:50:23,2017-02-08T19:50:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-09,26.5,19,22.3,26.5,19,22.3,15.9,68,0,0,0,,,,,21.8,127.9,1017.2,42.3,10.5,348.9,29,10,,2017-02-09T06:51:02,2017-02-09T19:50:18,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-10,27.6,19.9,22.9,28.6,19.9,23,17.2,70.9,0,0,0,,,,,18.6,119.1,1016.2,76.4,10.5,277.4,22.9,9,,2017-02-10T06:51:39,2017-02-10T19:49:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-11,31,20.4,25.2,30.9,20.4,25.3,18.2,67.3,0,0,0,,,,,21.2,74.6,1014.7,59.3,10.5,226.6,18.8,9,,2017-02-11T06:52:16,2017-02-11T19:49:04,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-12,30.7,21.4,25.6,31.2,21.4,25.7,18,64.3,2,100,4.17,rain,,,,16,69,1013.1,57.7,10.5,286.7,23.6,9,,2017-02-12T06:52:53,2017-02-12T19:48:26,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-13,30.3,21.8,26.2,30,21.8,26.2,16.6,56.8,0,0,0,,,,,16,47,1014.5,67.8,10.6,204,17,6,,2017-02-13T06:53:29,2017-02-13T19:47:47,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-14,31.2,21.4,26.2,31.2,21.4,26.3,17.1,59,0,0,0,,,,,15.4,65,1018.9,57.2,10.6,303.5,25.2,10,,2017-02-14T06:54:05,2017-02-14T19:47:06,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-15,31.5,22.4,26.3,31.9,22.4,26.5,17.7,60.5,0,0,0,,,,,19,119.8,1021.4,61.7,10.7,330.3,27.4,10,,2017-02-15T06:54:40,2017-02-15T19:46:25,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-16,31,21.2,25.2,31.6,21.2,25.5,17.9,64.8,0,0,0,,,,50,26.5,134.4,1019.6,30.8,10.3,346.5,28.6,10,,2017-02-16T06:55:15,2017-02-16T19:45:42,0.68,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-17,32.8,21.4,26.2,32.3,21.4,26.4,16.6,57.3,0,0,0,,,,,19.5,160.9,1016.7,24.4,10.7,355,29.4,10,,2017-02-17T06:55:50,2017-02-17T19:44:59,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-18,32.8,18.1,26.1,32.3,18.1,26,14.8,52.1,0,0,0,,,,29.5,18.9,172.4,1016.9,15.2,10.6,340.4,29.5,10,,2017-02-18T06:56:23,2017-02-18T19:44:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-19,33,21.7,26.6,33.1,21.7,26.9,17.2,57.9,0,0,0,,,,,20.3,137.1,1017.6,27.6,11,351.4,29,10,,2017-02-19T05:56:57,2017-02-19T18:43:30,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-20,33,20.4,24.8,31.8,20.4,24.9,17.6,67,0,0,0,,,,48.2,25.8,127,1019.9,45.7,9.9,343.6,28.4,10,,2017-02-20T05:57:30,2017-02-20T18:42:44,0.81,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-21,31.7,19.9,24.3,32.8,19.9,24.5,17.5,67.4,0,0,0,,,,,20.4,125.6,1019.5,48.6,9.9,324.5,26.7,10,,2017-02-21T05:58:02,2017-02-21T18:41:57,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-22,31.7,20.2,24.2,31,20.2,24.2,17.3,68,22,100,4.17,rain,,,,23.7,38,1018.1,53.8,10.3,205,16.8,7,,2017-02-22T05:58:34,2017-02-22T18:41:09,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-23,31.6,20.9,26.1,31.4,20.9,26.2,17.3,60.6,0,0,0,,,,,19.8,346.6,1016.3,47,10,247.1,20.4,8,,2017-02-23T05:59:06,2017-02-23T18:40:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-24,29.6,18.4,23.5,30.5,18.4,23.8,18,72.9,45.2,100,8.33,rain,,,50.3,25.5,1,1016,61.8,9.1,103.8,8.5,3,,2017-02-24T05:59:37,2017-02-24T18:39:32,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-25,23.9,19.9,21.8,23.9,19.9,21.8,17,73.9,0.1,100,4.17,rain,,,,19.2,344.7,1015.3,54.7,10.5,266.9,21.9,10,,2017-02-25T06:00:08,2017-02-25T18:38:42,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-26,26.5,20.7,23,26.5,20.7,23,17.8,73.3,0,0,0,,,,31.7,22,42.8,1015.5,54.7,10.5,223.1,18.5,7,,2017-02-26T06:00:38,2017-02-26T18:37:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-27,28,19.9,23.1,28.8,19.9,23.2,18.1,74.3,5.1,100,8.33,rain,,,35.3,18.3,221,1014.9,51.3,9.8,287.7,23.5,9,,2017-02-27T06:01:08,2017-02-27T18:37:00,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-02-28,29.8,19.3,24.6,30.9,19.3,24.9,18,68.1,0,0,0,,,,,18.3,326.5,1012.3,49,10.3,323.7,26.8,10,,2017-02-28T06:01:37,2017-02-28T18:36:08,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-01,30.6,21.4,26.2,31.2,21.4,26.6,18.1,62.3,0,0,0,,,,,26.7,336,1011.6,47,10.5,219.6,18.1,7,,2017-03-01T06:02:06,2017-03-01T18:35:16,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-02,28.4,21.8,25,29.7,21.8,25.4,18.6,68.3,1,100,4.17,rain,,,31.7,28.8,320.4,1014.8,52,10.4,113.6,9.3,4,,2017-03-02T06:02:35,2017-03-02T18:34:22,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-03,27.5,20.7,23.2,28.8,20.7,23.4,19.2,78.8,2,100,4.17,rain,,,29.5,19,347.9,1016.7,55.6,10.4,127.6,10.5,5,,2017-03-03T06:03:03,2017-03-03T18:33:29,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-04,29,21,24.3,30.6,21,24.6,19.1,73.9,0.1,100,4.17,rain,,,31.7,21.6,319.2,1013.7,57.4,10.1,194.8,16.1,6,,2017-03-04T06:03:31,2017-03-04T18:32:35,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-05,28,21,23.5,29.7,21,23.7,19.5,79.2,33,100,4.17,rain,,,29.5,21.5,302.1,1012.2,74.3,9.2,138.3,11.4,4,,2017-03-05T06:03:59,2017-03-05T18:31:40,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-06,26.2,21.1,22.7,26.2,21.1,22.7,19.9,84.7,23,100,12.5,rain,,,,13.5,102,1014.9,69.4,8.4,106.2,8.6,3,,2017-03-06T06:04:26,2017-03-06T18:30:45,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-07,28.3,19.5,23,29.6,19.5,23.3,19.1,79.4,13,100,4.17,rain,,,83.5,24.3,124.6,1016.7,59.1,8.9,273.6,22.6,9,,2017-03-07T06:04:53,2017-03-07T18:29:49,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-08,27,20,23,28.2,20,23.1,19.3,80.3,0,0,0,,,,,19.9,119,1016.9,72.6,10.3,276.6,23,9,,2017-03-08T06:05:19,2017-03-08T18:28:53,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-09,30.4,21,24.9,31.2,21,25.2,18.9,70.8,0,0,0,,,,,16,86.1,1015.4,65.6,10.3,290,24,9,,2017-03-09T06:05:45,2017-03-09T18:27:56,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-10,31,22.3,25.7,32.2,22.3,26.1,19.4,69.9,2,100,4.17,rain,,,,21.6,344.1,1016,30.6,10.5,256.4,21.4,8,,2017-03-10T06:06:11,2017-03-10T18:26:59,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-11,30.1,22.1,24.9,31.7,22.1,25.3,19.9,74.4,0,0,0,,,,,20.7,146.7,1017.3,67,9.2,89.7,7.3,3,,2017-03-11T06:06:37,2017-03-11T18:26:02,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-12,31.6,21.7,26.5,32,21.7,26.8,18.2,62.7,0,0,0,,,,,23.9,316.2,1015.4,49.1,10.3,205.3,17,7,,2017-03-12T06:07:02,2017-03-12T18:25:05,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-13,25.5,20.4,22.5,25.5,20.4,22.5,18.6,78.9,0,0,0,,,,,20.3,140.3,1016.7,79.5,9.4,248.1,20.6,9,,2017-03-13T06:07:27,2017-03-13T18:24:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-14,24.7,19.3,21.4,24.7,19.3,21.4,18,81.1,6,100,4.17,rain,,,44.6,19.8,130,1018.4,79.5,9.5,135.8,11.3,5,,2017-03-14T06:07:52,2017-03-14T18:23:09,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-15,28,20.1,23.2,29.1,20.1,23.4,18.5,76.2,0,0,0,,,,,15.5,105.4,1018,59.1,10,269,22.2,9,,2017-03-15T06:08:17,2017-03-15T18:22:10,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-16,30,20,25.1,30.3,20,25.2,17.5,65.2,0,0,0,,,,33.5,15.4,3.8,1016.7,44,10.2,301.1,24.9,9,,2017-03-16T06:08:41,2017-03-16T18:21:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-17,27,19.6,23.1,28.2,19.6,23.2,18.8,77.4,14,100,8.33,rain,,,40.7,23.2,162.1,1016.6,68.1,8.6,119.9,10,5,,2017-03-17T06:09:05,2017-03-17T18:20:13,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-18,21.2,17,19.2,21.2,17,19.2,16.7,85.2,0.3,100,8.33,rain,,,,26,143.7,1019.7,88.5,9.4,122.8,10.3,4,,2017-03-18T06:09:29,2017-03-18T18:19:14,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-19,19.5,16.2,18,19.5,16.2,18,15.8,87.2,0,0,0,,,,,16,141.4,1019.9,86.3,9.4,183.4,15.4,7,,2017-03-19T06:09:53,2017-03-19T18:18:15,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-20,23.1,17.2,19.5,23.1,17.2,19.5,14.5,73.6,0,0,0,,,,,24.1,141.1,1021.1,69.4,10.4,254.8,20.9,9,,2017-03-20T06:10:17,2017-03-20T18:17:16,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-21,24,15.3,19.2,24,15.3,19.2,14.7,75.9,0,0,0,,,,29.5,21,138.9,1022.5,63,10.6,301.6,24.9,10,,2017-03-21T06:10:40,2017-03-21T18:16:17,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
"Sao Paulo,Brazil",2017-03-22,25.8,16.2,20.7,25.8,16.2,20.7,15.1,71.3,0,0,0,,,,,22.8,126.6,1022.3,50.7,10.5,282.1,23.4,9,,2017-03-22T06:11:04,2017-03-22T18:15:18,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,SBGR,83780099999,86910099999"
